ID,Pred
2021_1104_1179,0.7716674806485471
2021_1104_1180,0.95
2021_1104_1186,0.95
2021_1104_1196,0.7828208006546095
2021_1104_1199,0.6898413628516771
2021_1104_1207,0.8364679563151911
2021_1104_1210,0.7539017480000527
2021_1104_1211,0.21497418335593782
2021_1104_1213,0.95
2021_1104_1216,0.95
2021_1104_1222,0.36
2021_1104_1228,0.2882627299515498
2021_1104_1233,0.95
2021_1104_1234,0.3256862146513879
2021_1104_1242,0.36
2021_1104_1251,0.8964569926475363
2021_1104_1260,0.8215972689642763
2021_1104_1261,0.711714681702863
2021_1104_1268,0.6913616878928249
2021_1104_1276,0.31229020238620275
2021_1104_1277,0.6606149452204594
2021_1104_1281,0.7192160857567371
2021_1104_1287,0.95
2021_1104_1291,0.95
2021_1104_1313,0.95
2021_1104_1314,0.7023554589247488
2021_1104_1317,0.8705409750750713
2021_1104_1325,0.8172106746158762
2021_1104_1326,0.36
2021_1104_1328,0.8092967223971766
2021_1104_1329,0.6992417497186861
2021_1104_1331,0.95
2021_1104_1332,0.714145202798921
2021_1104_1333,0.7463056972534554
2021_1104_1345,0.64
2021_1104_1353,0.64
2021_1104_1361,0.64
2021_1104_1364,0.9027284087378756
2021_1104_1382,0.647627197636411
2021_1104_1393,0.7913154926743955
2021_1104_1397,0.6985383771717829
2021_1104_1400,0.6400446375261072
2021_1104_1403,0.7596001737604243
2021_1104_1411,0.95
2021_1104_1417,0.7947978417667474
2021_1104_1422,0.9284861474051967
2021_1104_1425,0.6753758065183362
2021_1104_1429,0.8040505148516115
2021_1104_1433,0.7571302903751426
2021_1104_1437,0.64
2021_1104_1438,0.36
2021_1104_1439,0.7614745342860972
2021_1104_1452,0.7507422589718177
2021_1104_1455,0.7901162408751352
2021_1104_1457,0.9162485335654649
2021_1104_1458,0.64
2021_1111_1116,0.07486329941093098
2021_1111_1124,0.05
2021_1111_1140,0.06745262318733385
2021_1111_1155,0.05
2021_1111_1156,0.19544699424421905
2021_1111_1159,0.1952779855641554
2021_1111_1160,0.05
2021_1111_1163,0.07765118446965973
2021_1111_1166,0.05668815370022883
2021_1111_1179,0.05779551563051799
2021_1111_1180,0.3180035748947685
2021_1111_1186,0.30401675610793205
2021_1111_1196,0.1102934228822295
2021_1111_1199,0.05
2021_1111_1207,0.10147209454987542
2021_1111_1210,0.13309080235863288
2021_1111_1211,0.05
2021_1111_1213,0.28604943720419684
2021_1111_1216,0.36
2021_1111_1222,0.05
2021_1111_1228,0.05
2021_1111_1233,0.64
2021_1111_1234,0.05
2021_1111_1242,0.05
2021_1111_1251,0.20367639165613768
2021_1111_1260,0.05
2021_1111_1261,0.09187183071969084
2021_1111_1268,0.057320627261156505
2021_1111_1276,0.11776187274062269
2021_1111_1277,0.05
2021_1111_1281,0.07013472897283335
2021_1111_1287,0.22390629004084456
2021_1111_1291,0.64
2021_1111_1313,0.36
2021_1111_1314,0.06756146818611902
2021_1111_1317,0.11419388592569894
2021_1111_1325,0.13102173229660616
2021_1111_1326,0.05
2021_1111_1328,0.10086364864672329
2021_1111_1329,0.10159354154397697
2021_1111_1331,0.36
2021_1111_1332,0.12594144803050605
2021_1111_1333,0.16122302721487192
2021_1111_1345,0.05
2021_1111_1353,0.14407204195861356
2021_1111_1361,0.05298019932799233
2021_1111_1364,0.1206059033911629
2021_1111_1382,0.05
2021_1111_1393,0.05539415148601812
2021_1111_1397,0.05
2021_1111_1400,0.06676822174475473
2021_1111_1403,0.08372092075836907
2021_1111_1411,0.64
2021_1111_1417,0.08863906080786274
2021_1111_1422,0.20956018956380848
2021_1111_1425,0.05
2021_1111_1429,0.05295667314339419
2021_1111_1433,0.06763348078798345
2021_1111_1437,0.05
2021_1111_1438,0.05
2021_1111_1439,0.05
2021_1111_1452,0.05848398923040457
2021_1111_1455,0.15493707669264487
2021_1111_1457,0.20697797404188178
2021_1111_1458,0.05
2021_1116_1124,0.3149827923500939
2021_1116_1140,0.6678783658359965
2021_1116_1155,0.36
2021_1116_1156,0.95
2021_1116_1159,0.8572802560501135
2021_1116_1160,0.64
2021_1116_1163,0.36
2021_1116_1166,0.64
2021_1116_1179,0.7621999228750835
2021_1116_1180,0.95
2021_1116_1186,0.9053112441074108
2021_1116_1196,0.6673066854443352
2021_1116_1199,0.64
2021_1116_1207,0.7298726603717943
2021_1116_1210,0.6843381998912262
2021_1116_1211,0.27475716059315186
2021_1116_1213,0.9179455841457906
2021_1116_1216,0.95
2021_1116_1222,0.64
2021_1116_1228,0.21463606252111359
2021_1116_1233,0.95
2021_1116_1234,0.3416514322045313
2021_1116_1242,0.64
2021_1116_1251,0.9030321256279641
2021_1116_1260,0.36
2021_1116_1261,0.64
2021_1116_1268,0.6706080089814745
2021_1116_1276,0.3272678099981718
2021_1116_1277,0.64
2021_1116_1281,0.6840019193297041
2021_1116_1287,0.95
2021_1116_1291,0.95
2021_1116_1313,0.95
2021_1116_1314,0.6482387605642275
2021_1116_1317,0.8116743709494362
2021_1116_1325,0.8126110149469059
2021_1116_1326,0.64
2021_1116_1328,0.7916074199574596
2021_1116_1329,0.6444217485382943
2021_1116_1331,0.95
2021_1116_1332,0.64
2021_1116_1333,0.8949349848872408
2021_1116_1345,0.36
2021_1116_1353,0.64
2021_1116_1361,0.6425960875742956
2021_1116_1364,0.8232774232034143
2021_1116_1382,0.36
2021_1116_1393,0.7172026870336241
2021_1116_1397,0.36
2021_1116_1400,0.6491221078846617
2021_1116_1403,0.709914294021036
2021_1116_1411,0.95
2021_1116_1417,0.7195128083195138
2021_1116_1422,0.8597772736729183
2021_1116_1425,0.64
2021_1116_1429,0.8045367161294472
2021_1116_1433,0.6687410412618752
2021_1116_1437,0.64
2021_1116_1438,0.64
2021_1116_1439,0.7206134935236922
2021_1116_1452,0.69059050930341
2021_1116_1455,0.6440176106999865
2021_1116_1457,0.9354509158433688
2021_1116_1458,0.36
2021_1124_1140,0.7577516736724454
2021_1124_1155,0.8237698776136424
2021_1124_1156,0.95
2021_1124_1159,0.95
2021_1124_1160,0.8182175666613152
2021_1124_1163,0.8193752075587719
2021_1124_1166,0.7502851589812036
2021_1124_1179,0.7959208992717022
2021_1124_1180,0.95
2021_1124_1186,0.95
2021_1124_1196,0.900700947578194
2021_1124_1199,0.7254885256134103
2021_1124_1207,0.918690344894911
2021_1124_1210,0.8628734887940864
2021_1124_1211,0.35152952800897336
2021_1124_1213,0.95
2021_1124_1216,0.95
2021_1124_1222,0.36
2021_1124_1228,0.36
2021_1124_1233,0.95
2021_1124_1234,0.36
2021_1124_1242,0.7531329520243982
2021_1124_1251,0.95
2021_1124_1260,0.7152136371776048
2021_1124_1261,0.7723783010165766
2021_1124_1268,0.8778487463666427
2021_1124_1276,0.64
2021_1124_1277,0.8802935760331875
2021_1124_1281,0.8404054944227769
2021_1124_1287,0.95
2021_1124_1291,0.95
2021_1124_1313,0.95
2021_1124_1314,0.745200358755551
2021_1124_1317,0.95
2021_1124_1325,0.8936802121895643
2021_1124_1326,0.64
2021_1124_1328,0.9310245335383518
2021_1124_1329,0.8196251402495915
2021_1124_1331,0.95
2021_1124_1332,0.9018431230833492
2021_1124_1333,0.9049819079175581
2021_1124_1345,0.6819501315987608
2021_1124_1353,0.918098413395912
2021_1124_1361,0.7665019997366409
2021_1124_1364,0.9197386331394759
2021_1124_1382,0.7915617167793172
2021_1124_1393,0.9246684802832026
2021_1124_1397,0.7410782555660448
2021_1124_1400,0.6978503093226452
2021_1124_1403,0.8545983266829325
2021_1124_1411,0.95
2021_1124_1417,0.893242990768215
2021_1124_1422,0.95
2021_1124_1425,0.7348750269383032
2021_1124_1429,0.9011008281426455
2021_1124_1433,0.9024196727452921
2021_1124_1437,0.7324525763896051
2021_1124_1438,0.714484587242365
2021_1124_1439,0.9082019185032876
2021_1124_1452,0.7648052337685813
2021_1124_1455,0.8549810488051162
2021_1124_1457,0.95
2021_1124_1458,0.8001893297627113
2021_1140_1155,0.64
2021_1140_1156,0.95
2021_1140_1159,0.8643911664034675
2021_1140_1160,0.6559119985035468
2021_1140_1163,0.36
2021_1140_1166,0.64
2021_1140_1179,0.7063311581535394
2021_1140_1180,0.95
2021_1140_1186,0.9113732201804833
2021_1140_1196,0.36
2021_1140_1199,0.64
2021_1140_1207,0.64
2021_1140_1210,0.64
2021_1140_1211,0.15113670468046778
2021_1140_1213,0.8968655734562456
2021_1140_1216,0.95
2021_1140_1222,0.36
2021_1140_1228,0.16780576892608415
2021_1140_1233,0.95
2021_1140_1234,0.2618764747804225
2021_1140_1242,0.64
2021_1140_1251,0.8425790278693657
2021_1140_1260,0.36
2021_1140_1261,0.36
2021_1140_1268,0.36
2021_1140_1276,0.2569599512378714
2021_1140_1277,0.64
2021_1140_1281,0.36
2021_1140_1287,0.9167378473893276
2021_1140_1291,0.95
2021_1140_1313,0.95
2021_1140_1314,0.36
2021_1140_1317,0.816288118510968
2021_1140_1325,0.7619167559723186
2021_1140_1326,0.290644254380103
2021_1140_1328,0.36
2021_1140_1329,0.36
2021_1140_1331,0.9498708509549811
2021_1140_1332,0.36
2021_1140_1333,0.7437294632089523
2021_1140_1345,0.64
2021_1140_1353,0.3340847270253675
2021_1140_1361,0.64
2021_1140_1364,0.7753321458057649
2021_1140_1382,0.64
2021_1140_1393,0.7426040114780561
2021_1140_1397,0.64
2021_1140_1400,0.64
2021_1140_1403,0.7369795401980577
2021_1140_1411,0.95
2021_1140_1417,0.36
2021_1140_1422,0.8946140185447942
2021_1140_1425,0.64
2021_1140_1429,0.7044828826570859
2021_1140_1433,0.6520529009871224
2021_1140_1437,0.36
2021_1140_1438,0.36
2021_1140_1439,0.36
2021_1140_1452,0.36
2021_1140_1455,0.6812348792878034
2021_1140_1457,0.9232161680180789
2021_1140_1458,0.64
2021_1155_1156,0.9082806071262097
2021_1155_1159,0.8167663501155309
2021_1155_1160,0.36
2021_1155_1163,0.36
2021_1155_1166,0.64
2021_1155_1179,0.740838357651503
2021_1155_1180,0.9174822182484771
2021_1155_1186,0.9061658814581486
2021_1155_1196,0.36
2021_1155_1199,0.36
2021_1155_1207,0.64
2021_1155_1210,0.64
2021_1155_1211,0.07996276973202172
2021_1155_1213,0.8752168594479592
2021_1155_1216,0.95
2021_1155_1222,0.150009950230407
2021_1155_1228,0.16610923433732278
2021_1155_1233,0.9051583759118504
2021_1155_1234,0.25329016781779046
2021_1155_1242,0.64
2021_1155_1251,0.8850468496131573
2021_1155_1260,0.36
2021_1155_1261,0.64
2021_1155_1268,0.64
2021_1155_1276,0.28461552600654516
2021_1155_1277,0.64
2021_1155_1281,0.36
2021_1155_1287,0.9166883192060875
2021_1155_1291,0.95
2021_1155_1313,0.95
2021_1155_1314,0.64
2021_1155_1317,0.8739411688104729
2021_1155_1325,0.8789242184368593
2021_1155_1326,0.26684361653398586
2021_1155_1328,0.7064691294271459
2021_1155_1329,0.36
2021_1155_1331,0.8878618228622487
2021_1155_1332,0.64
2021_1155_1333,0.6919653112266227
2021_1155_1345,0.24642116666128938
2021_1155_1353,0.64
2021_1155_1361,0.36
2021_1155_1364,0.8780025482963086
2021_1155_1382,0.64
2021_1155_1393,0.74236186907598
2021_1155_1397,0.64
2021_1155_1400,0.36
2021_1155_1403,0.64
2021_1155_1411,0.95
2021_1155_1417,0.64
2021_1155_1422,0.9016942400935719
2021_1155_1425,0.36
2021_1155_1429,0.7446138566400764
2021_1155_1433,0.36
2021_1155_1437,0.64
2021_1155_1438,0.64
2021_1155_1439,0.64
2021_1155_1452,0.36
2021_1155_1455,0.36
2021_1155_1457,0.8766771627560691
2021_1155_1458,0.3195674940031538
2021_1156_1159,0.31547912840817366
2021_1156_1160,0.0904036959733915
2021_1156_1163,0.07306759843485668
2021_1156_1166,0.0904036959733915
2021_1156_1179,0.22250195722086427
2021_1156_1180,0.7241549736384184
2021_1156_1186,0.64
2021_1156_1196,0.24644192211108068
2021_1156_1199,0.1703692685374492
2021_1156_1207,0.64
2021_1156_1210,0.12817353498781592
2021_1156_1211,0.05
2021_1156_1213,0.36
2021_1156_1216,0.7428519192377239
2021_1156_1222,0.05
2021_1156_1228,0.05
2021_1156_1233,0.714681165458248
2021_1156_1234,0.05
2021_1156_1242,0.07910119761835514
2021_1156_1251,0.64
2021_1156_1260,0.08122688852392079
2021_1156_1261,0.1012971949526263
2021_1156_1268,0.13131200808142574
2021_1156_1276,0.13689325752096815
2021_1156_1277,0.36
2021_1156_1281,0.64
2021_1156_1287,0.36
2021_1156_1291,0.8302200903281959
2021_1156_1313,0.8351262053287004
2021_1156_1314,0.0904036959733915
2021_1156_1317,0.26862615362808767
2021_1156_1325,0.18716330251792723
2021_1156_1326,0.10917076196331989
2021_1156_1328,0.64
2021_1156_1329,0.14312427257011767
2021_1156_1331,0.6899238211192049
2021_1156_1332,0.32201816077618367
2021_1156_1333,0.36
2021_1156_1345,0.1703692685374492
2021_1156_1353,0.1320466381618152
2021_1156_1361,0.16170550686681595
2021_1156_1364,0.26301049705571966
2021_1156_1382,0.09017749053414957
2021_1156_1393,0.36
2021_1156_1397,0.0904036959733915
2021_1156_1400,0.09577550880792783
2021_1156_1403,0.0904036959733915
2021_1156_1411,0.827843587156124
2021_1156_1417,0.28632583180461085
2021_1156_1422,0.3023495115317029
2021_1156_1425,0.14790255155562898
2021_1156_1429,0.28773776862384187
2021_1156_1433,0.318069018683006
2021_1156_1437,0.1665504396323562
2021_1156_1438,0.18502759467772337
2021_1156_1439,0.64
2021_1156_1452,0.09577550880792783
2021_1156_1455,0.30488645936083014
2021_1156_1457,0.36
2021_1156_1458,0.1665504396323562
2021_1159_1160,0.64
2021_1159_1163,0.64
2021_1159_1166,0.36
2021_1159_1179,0.32211748573215754
2021_1159_1180,0.8200553761715826
2021_1159_1186,0.7701727167035389
2021_1159_1196,0.36
2021_1159_1199,0.64
2021_1159_1207,0.64
2021_1159_1210,0.64
2021_1159_1211,0.05
2021_1159_1213,0.7927262385685312
2021_1159_1216,0.8853699647354542
2021_1159_1222,0.0851787597815051
2021_1159_1228,0.08649214137790853
2021_1159_1233,0.858785612899755
2021_1159_1234,0.1299729986379134
2021_1159_1242,0.64
2021_1159_1251,0.6988933815015408
2021_1159_1260,0.2846453172208696
2021_1159_1261,0.64
2021_1159_1268,0.36
2021_1159_1276,0.18904528280845367
2021_1159_1277,0.36
2021_1159_1281,0.36
2021_1159_1287,0.64
2021_1159_1291,0.9033965982219596
2021_1159_1313,0.9050064212443667
2021_1159_1314,0.64
2021_1159_1317,0.6822609036565491
2021_1159_1325,0.64
2021_1159_1326,0.3291201072842815
2021_1159_1328,0.36
2021_1159_1329,0.36
2021_1159_1331,0.6745163062502324
2021_1159_1332,0.33290259444132375
2021_1159_1333,0.64
2021_1159_1345,0.64
2021_1159_1353,0.64
2021_1159_1361,0.64
2021_1159_1364,0.64
2021_1159_1382,0.36
2021_1159_1393,0.36
2021_1159_1397,0.64
2021_1159_1400,0.64
2021_1159_1403,0.36
2021_1159_1411,0.8992202241675407
2021_1159_1417,0.36
2021_1159_1422,0.36
2021_1159_1425,0.36
2021_1159_1429,0.36
2021_1159_1433,0.64
2021_1159_1437,0.64
2021_1159_1438,0.3262949539654782
2021_1159_1439,0.36
2021_1159_1452,0.64
2021_1159_1455,0.2741131386243158
2021_1159_1457,0.36
2021_1159_1458,0.64
2021_1160_1163,0.64
2021_1160_1166,0.36
2021_1160_1179,0.36
2021_1160_1180,0.95
2021_1160_1186,0.9264643884093808
2021_1160_1196,0.36
2021_1160_1199,0.36
2021_1160_1207,0.6563898748627941
2021_1160_1210,0.36
2021_1160_1211,0.13667168496778004
2021_1160_1213,0.9278522148837641
2021_1160_1216,0.95
2021_1160_1222,0.2714099833589435
2021_1160_1228,0.16959843189761478
2021_1160_1233,0.95
2021_1160_1234,0.20334470108460745
2021_1160_1242,0.64
2021_1160_1251,0.937262208779928
2021_1160_1260,0.64
2021_1160_1261,0.36
2021_1160_1268,0.35863523389193974
2021_1160_1276,0.24373342698914155
2021_1160_1277,0.36
2021_1160_1281,0.36
2021_1160_1287,0.95
2021_1160_1291,0.95
2021_1160_1313,0.95
2021_1160_1314,0.36
2021_1160_1317,0.8149764361856844
2021_1160_1325,0.7614498941097682
2021_1160_1326,0.2988918937650681
2021_1160_1328,0.64
2021_1160_1329,0.64
2021_1160_1331,0.95
2021_1160_1332,0.64
2021_1160_1333,0.7110183438834209
2021_1160_1345,0.64
2021_1160_1353,0.64
2021_1160_1361,0.64
2021_1160_1364,0.7846183252425653
2021_1160_1382,0.36
2021_1160_1393,0.64
2021_1160_1397,0.64
2021_1160_1400,0.36
2021_1160_1403,0.64
2021_1160_1411,0.95
2021_1160_1417,0.64
2021_1160_1422,0.8110878925811741
2021_1160_1425,0.64
2021_1160_1429,0.64
2021_1160_1433,0.36
2021_1160_1437,0.36
2021_1160_1438,0.36
2021_1160_1439,0.6567879974597312
2021_1160_1452,0.64
2021_1160_1455,0.36
2021_1160_1457,0.9163808766834359
2021_1160_1458,0.36
2021_1163_1166,0.64
2021_1163_1179,0.755741948572257
2021_1163_1180,0.95
2021_1163_1186,0.9040785016174215
2021_1163_1196,0.36
2021_1163_1199,0.36
2021_1163_1207,0.64
2021_1163_1210,0.36
2021_1163_1211,0.10388614700997344
2021_1163_1213,0.9437270267402682
2021_1163_1216,0.95
2021_1163_1222,0.21015725879044625
2021_1163_1228,0.12578159402940908
2021_1163_1233,0.95
2021_1163_1234,0.23659591632236066
2021_1163_1242,0.36
2021_1163_1251,0.9163808766834359
2021_1163_1260,0.36
2021_1163_1261,0.36
2021_1163_1268,0.64
2021_1163_1276,0.26219421372498775
2021_1163_1277,0.64
2021_1163_1281,0.64
2021_1163_1287,0.95
2021_1163_1291,0.95
2021_1163_1313,0.95
2021_1163_1314,0.64
2021_1163_1317,0.8455630070450891
2021_1163_1325,0.7711682713864009
2021_1163_1326,0.28770889502553687
2021_1163_1328,0.36
2021_1163_1329,0.36
2021_1163_1331,0.95
2021_1163_1332,0.64
2021_1163_1333,0.6563669645230338
2021_1163_1345,0.30538960981672564
2021_1163_1353,0.3269518033765672
2021_1163_1361,0.64
2021_1163_1364,0.7696243662280103
2021_1163_1382,0.64
2021_1163_1393,0.36
2021_1163_1397,0.64
2021_1163_1400,0.36
2021_1163_1403,0.36
2021_1163_1411,0.95
2021_1163_1417,0.64
2021_1163_1422,0.8738162389112828
2021_1163_1425,0.36
2021_1163_1429,0.6408509469120913
2021_1163_1433,0.36
2021_1163_1437,0.36
2021_1163_1438,0.3203891320527058
2021_1163_1439,0.36
2021_1163_1452,0.36
2021_1163_1455,0.64
2021_1163_1457,0.9268598748037128
2021_1163_1458,0.36
2021_1166_1179,0.7776446096561258
2021_1166_1180,0.95
2021_1166_1186,0.9313099889257667
2021_1166_1196,0.64
2021_1166_1199,0.36
2021_1166_1207,0.6958350704487988
2021_1166_1210,0.64
2021_1166_1211,0.15484067074306362
2021_1166_1213,0.9156061748570854
2021_1166_1216,0.95
2021_1166_1222,0.277577462890312
2021_1166_1228,0.19127304401792347
2021_1166_1233,0.95
2021_1166_1234,0.25801230249846097
2021_1166_1242,0.36
2021_1166_1251,0.9304709774122573
2021_1166_1260,0.64
2021_1166_1261,0.36
2021_1166_1268,0.64
2021_1166_1276,0.28703702071039006
2021_1166_1277,0.36
2021_1166_1281,0.64
2021_1166_1287,0.95
2021_1166_1291,0.95
2021_1166_1313,0.95
2021_1166_1314,0.36
2021_1166_1317,0.7837793991654806
2021_1166_1325,0.8251749599495236
2021_1166_1326,0.36
2021_1166_1328,0.7066321557620617
2021_1166_1329,0.64
2021_1166_1331,0.95
2021_1166_1332,0.36
2021_1166_1333,0.7094624291678996
2021_1166_1345,0.64
2021_1166_1353,0.36
2021_1166_1361,0.64
2021_1166_1364,0.8406334653076266
2021_1166_1382,0.36
2021_1166_1393,0.6914104085261075
2021_1166_1397,0.36
2021_1166_1400,0.64
2021_1166_1403,0.7061278546540904
2021_1166_1411,0.95
2021_1166_1417,0.6521264114232044
2021_1166_1422,0.8740833727846077
2021_1166_1425,0.36
2021_1166_1429,0.6855355514822763
2021_1166_1433,0.36
2021_1166_1437,0.36
2021_1166_1438,0.64
2021_1166_1439,0.6429003620409036
2021_1166_1452,0.64
2021_1166_1455,0.36
2021_1166_1457,0.9335798915865501
2021_1166_1458,0.36
2021_1179_1180,0.9082497273226855
2021_1179_1186,0.8286282031760169
2021_1179_1196,0.64
2021_1179_1199,0.36
2021_1179_1207,0.6870164462842782
2021_1179_1210,0.36
2021_1179_1211,0.05
2021_1179_1213,0.8507508379857066
2021_1179_1216,0.9353642885331866
2021_1179_1222,0.2181260288102723
2021_1179_1228,0.3508790204500776
2021_1179_1233,0.9341390162624164
2021_1179_1234,0.64
2021_1179_1242,0.3583064102137508
2021_1179_1251,0.8609653829784655
2021_1179_1260,0.3135391376961375
2021_1179_1261,0.28963221981634735
2021_1179_1268,0.36
2021_1179_1276,0.35520544679496924
2021_1179_1277,0.36
2021_1179_1281,0.36
2021_1179_1287,0.7045016619086214
2021_1179_1291,0.95
2021_1179_1313,0.95
2021_1179_1314,0.3413466511776747
2021_1179_1317,0.7915410017338105
2021_1179_1325,0.7249701507949655
2021_1179_1326,0.64
2021_1179_1328,0.7169931441662304
2021_1179_1329,0.36
2021_1179_1331,0.8862472350981755
2021_1179_1332,0.36
2021_1179_1333,0.64
2021_1179_1345,0.31365232967378764
2021_1179_1353,0.36
2021_1179_1361,0.64
2021_1179_1364,0.6537790911056853
2021_1179_1382,0.29346444636221786
2021_1179_1393,0.7395174838846851
2021_1179_1397,0.2939518917518817
2021_1179_1400,0.64
2021_1179_1403,0.3236645454650305
2021_1179_1411,0.95
2021_1179_1417,0.36
2021_1179_1422,0.806915112731523
2021_1179_1425,0.36
2021_1179_1429,0.6414205919190873
2021_1179_1433,0.36
2021_1179_1437,0.36
2021_1179_1438,0.2654525246038421
2021_1179_1439,0.36
2021_1179_1452,0.3564301826967187
2021_1179_1455,0.36
2021_1179_1457,0.7744559411271418
2021_1179_1458,0.64
2021_1180_1186,0.64
2021_1180_1196,0.07916439403838212
2021_1180_1199,0.05
2021_1180_1207,0.12666633382660097
2021_1180_1210,0.05
2021_1180_1211,0.05
2021_1180_1213,0.30454884267361154
2021_1180_1216,0.36
2021_1180_1222,0.05
2021_1180_1228,0.05
2021_1180_1233,0.64
2021_1180_1234,0.05
2021_1180_1242,0.05
2021_1180_1251,0.2257344608755149
2021_1180_1260,0.05
2021_1180_1261,0.05
2021_1180_1268,0.05
2021_1180_1276,0.11827805495956693
2021_1180_1277,0.09090605744441385
2021_1180_1281,0.07256954218429298
2021_1180_1287,0.23972933431244772
2021_1180_1291,0.7048483892319233
2021_1180_1313,0.64
2021_1180_1314,0.05
2021_1180_1317,0.19242174374966103
2021_1180_1325,0.12004286473268891
2021_1180_1326,0.05
2021_1180_1328,0.18550666519143666
2021_1180_1329,0.05
2021_1180_1331,0.64
2021_1180_1332,0.06925615502849332
2021_1180_1333,0.15627823682453768
2021_1180_1345,0.05
2021_1180_1353,0.0674514676556274
2021_1180_1361,0.05
2021_1180_1364,0.13774719661306442
2021_1180_1382,0.05
2021_1180_1393,0.08568010992101843
2021_1180_1397,0.05
2021_1180_1400,0.05
2021_1180_1403,0.05
2021_1180_1411,0.6891023572485294
2021_1180_1417,0.1163956407451033
2021_1180_1422,0.21401492330211871
2021_1180_1425,0.05
2021_1180_1429,0.09792464989129383
2021_1180_1433,0.07794111188003074
2021_1180_1437,0.05
2021_1180_1438,0.05
2021_1180_1439,0.07124796831211873
2021_1180_1452,0.05
2021_1180_1455,0.09895053575165712
2021_1180_1457,0.15580489352843757
2021_1180_1458,0.08075531678384636
2021_1186_1196,0.11296709434365323
2021_1186_1199,0.08132334142955946
2021_1186_1207,0.19447302327118457
2021_1186_1210,0.09947870744151414
2021_1186_1211,0.05
2021_1186_1213,0.36
2021_1186_1216,0.64
2021_1186_1222,0.05
2021_1186_1228,0.05
2021_1186_1233,0.64
2021_1186_1234,0.05417639228097509
2021_1186_1242,0.07910058792407079
2021_1186_1251,0.3049377997998004
2021_1186_1260,0.07638513855023245
2021_1186_1261,0.08899685908648697
2021_1186_1268,0.14582997063125305
2021_1186_1276,0.17288383588935569
2021_1186_1277,0.30380363661479987
2021_1186_1281,0.23234657779635295
2021_1186_1287,0.36
2021_1186_1291,0.7887288228342665
2021_1186_1313,0.36
2021_1186_1314,0.10604213180699013
2021_1186_1317,0.24574424964043465
2021_1186_1325,0.1829266689668264
2021_1186_1326,0.05
2021_1186_1328,0.1588870441273652
2021_1186_1329,0.10668704355581889
2021_1186_1331,0.36
2021_1186_1332,0.11049037509573935
2021_1186_1333,0.17127354563146216
2021_1186_1345,0.09145433267499083
2021_1186_1353,0.0830240354558351
2021_1186_1361,0.08089390542020856
2021_1186_1364,0.147873040273965
2021_1186_1382,0.09558322672136378
2021_1186_1393,0.13113647369329864
2021_1186_1397,0.09938118940956794
2021_1186_1400,0.08681286901824704
2021_1186_1403,0.34926097169106984
2021_1186_1411,0.8098892783658079
2021_1186_1417,0.09320377069338999
2021_1186_1422,0.2855912003347158
2021_1186_1425,0.10254012016801452
2021_1186_1429,0.136149531969406
